period,duration,depth,prad,teq,insol,steff,slogg,srad,disposition,is_exoplanet,source,transit_depth_ratio,stellar_density,planet_density,irradiation_ratio,semi_major_axis,temp_ratio,radius_ratio,log_period,log_insol
2.696370652,3.6129,397.9,1.58,1066.0,305.34,4989.0,4.504,0.819,FALSE POSITIVE,0,Kepler,251.83544303797467,47580.85003601519,0.5425154088962164,0.2864352720450281,1.3022304046436657,0.21367007416315895,1.9291819291819294,0.4307795915182972,2.486203708021318
5.349553819,3.0278,831.0,2.55,919.0,168.99,5185.0,4.44,0.91,CONFIRMED,1,Kepler,325.8823529411765,33259.61482113475,0.5794092432032478,0.18388465723612624,1.6948046665423453,0.1772420443587271,2.802197802197802,0.7283175610816228,2.2304233738926404
3.94105221,2.5984,363.3,1.7,1018.0,253.15,5185.0,4.44,0.91,CONFIRMED,1,Kepler,213.7058823529412,33259.61482113475,0.31631689396885443,0.24867387033398822,1.5306804200302133,0.19633558341369334,1.868131868131868,0.5956121883202355,2.4050901140387224
8.10904807,3.596,217.4,1.3,800.0,97.03,5185.0,4.44,0.91,CONFIRMED,1,Kepler,167.23076923076923,33259.61482113475,0.033411064064094526,0.1212875,1.9468706101093145,0.15429122468659595,1.4285714285714286,0.9089698749003051,1.9913590026379502
386.6030528,6.8057,24926.6,41.5,297.0,1.84,5543.0,4.081,1.58,FALSE POSITIVE,0,Kepler,600.6409638554217,4827.094777967467,0.4782045807542517,0.006195286195286196,8.484783958408,0.05358109327079199,26.265822784810126,2.5872652791000865,0.45331834004703764
21.67699193,3.4555,857.2,2.95,530.0,18.64,4954.0,4.5,0.828,CONFIRMED,1,Kepler,290.5762711864407,46125.313020262714,0.054634631234507666,0.03516981132075472,2.618241994030809,0.10698425514735567,3.56280193236715,1.3359990159272193,1.293141483450931
4.99677968,2.1717,934.7,2.78,917.0,166.95,5339.0,4.552,0.847,CONFIRMED,1,Kepler,336.22302158273385,49685.90210413362,0.8605061651316568,0.18206106870229005,1.6175505824027498,0.1717550103015546,3.282172373081464,0.698690200779452,2.225180008177683
4.280963604,2.875,750.8,2.3,1012.0,247.87,5644.0,4.564,0.831,CONFIRMED,1,Kepler,326.4347826086957,53063.75173921396,0.6638965884343677,0.2449308300395257,1.5265610824249798,0.1793054571226081,2.7677496991576414,0.6315415355546655,2.395972547794993
1.50635409,1.5155,2211.7,4.53,1452.0,1054.12,5714.0,4.563,0.831,FALSE POSITIVE,0,Kepler,488.2339955849889,52941.70849687786,40.967594492462304,0.7259779614325068,1.0777284930671744,0.25411270563528177,5.451263537906137,0.17792707097335955,3.0233018552490174
670.645531,53.412,18090.6,14.14,196.0,0.35,5520.0,4.466,0.983,FALSE POSITIVE,0,Kepler,1279.3917963224892,30261.67510799913,0.006285823156747466,0.0017857142857142857,8.703264538622296,0.035507246376811595,14.384537131230926,2.82649303491267,0.13033376849500614
61.2563628,7.633,5123.3,39.87,505.0,15.43,6144.0,4.402,1.091,FALSE POSITIVE,0,Kepler,128.50012540757464,21200.714557995765,16.89025842578817,0.030554455445544554,4.058124053763721,0.08219401041666667,36.54445462878093,1.7871512062677326,1.2156375634350618
38.3775486,5.588,724.2,2.82,529.0,18.53,5481.0,4.369,1.036,CONFIRMED,1,Kepler,256.8085106382979,21791.167009467597,0.015226246777171352,0.03502835538752363,3.4130736656161056,0.09651523444626893,2.7220077220077217,1.5840772303396744,1.2907022432878543
41.19725502,4.6297,2213.9,3.86,439.0,8.76,5031.0,4.485,0.848,CONFIRMED,1,Kepler,573.5492227979275,42482.326801346055,0.03388639385455586,0.019954441913439636,3.26904860166445,0.08725899423573842,4.55188679245283,1.6148682798830871,0.9894498176666918
6.252962249,2.5819,1036.9,2.65,823.0,108.3,5031.0,4.485,0.848,CONFIRMED,1,Kepler,391.28301886792457,42482.326801346055,0.47595512585183386,0.131591737545565,1.743788809536457,0.16358576823693102,3.125,0.7960858067231318,2.038620161949703
16.01308419,3.2554,1121.9,3.1,593.0,29.31,5015.0,4.499,0.826,CONFIRMED,1,Kepler,361.90322580645164,46242.35094557957,0.11618099927215104,0.049426644182124786,2.364930295519297,0.11824526420737787,3.7530266343825667,1.2044749869910183,1.4815859363676223
32.62876672,4.7971,1804.8,3.36,506.0,15.55,5586.0,4.56,0.798,CONFIRMED,1,Kepler,537.1428571428571,57015.668050153734,0.03563005676912959,0.03073122529644269,2.9639293688833535,0.09058360186179736,4.2105263157894735,1.5136006589297455,1.2187979981117376
91.7732862,6.473,652.0,2.12,359.0,3.92,5586.0,4.56,0.798,CONFIRMED,1,Kepler,307.5471698113207,57015.668050153734,0.0011312927829265262,0.010919220055710306,4.183820640586602,0.06426781238811315,2.656641604010025,1.962716283115195,0.6919651027673603
4.959319244,2.22739,9802.0,12.21,1103.0,349.4,5712.0,4.359,1.082,CONFIRMED,1,Kepler,802.7846027846027,19522.951638263414,74.01212270466017,0.3167724388032638,1.7507189885907164,0.19310224089635855,11.284658040665434,0.6954220658319428,2.544564097496043
2.701287801,3.3827,860.4,6.54,1222.0,527.81,5550.0,4.468,0.91,FALSE POSITIVE,0,Kepler,131.55963302752292,35474.57616183469,38.334652461484986,0.43192307692307685,1.3495969347976544,0.22018018018018018,7.186813186813187,0.43157085731872735,2.723299659230525
4.49876511,3.7362,460.0,2.1,1133.0,389.62,6075.0,4.486,0.969,CONFIRMED,1,Kepler,219.04761904761904,32610.123675963918,0.4575844395181108,0.34388349514563105,1.6335748246428405,0.18650205761316874,2.1671826625387,0.6530933183280644,2.5917544756832043
19.651209505,5.2514,11766.3,12.42,730.0,67.03,6074.0,4.391,1.063,FALSE POSITIVE,0,Kepler,947.367149758454,21773.761971767613,4.9611940707759805,0.09182191780821918,2.754064983488531,0.12018439249259137,11.683913452492945,1.293389285763956,1.8327004709605674
5.412203927,2.9472,601.6,2.94,1093.0,337.68,5779.0,4.339,1.087,CONFIRMED,1,Kepler,204.62585034013605,18473.148092434752,0.8675483479602984,0.30894784995425434,1.8052384098598435,0.18913306800484514,2.704691812327507,0.7333741520612611,2.529789551099617
41.43958662,10.5989,2793.1,5.5,516.0,16.72,5468.0,4.367,1.046,CONFIRMED,1,Kepler,507.8363636363636,21278.285462099153,0.09688515525970508,0.032403100775193795,3.5127644826826243,0.09436722750548647,5.25812619502868,1.6174154144604302,1.248463717551032
8.35389523,2.2514,1041.6,2.52,790.0,91.9,5592.0,4.582,0.787,CONFIRMED,1,Kepler,413.3333333333333,61666.67541321029,0.2293103059574657,0.11632911392405064,1.8733600400269377,0.14127324749642345,3.2020330368487926,0.9218890242786124,1.9680157139936418
4.125543472,3.1744,1487.3,4.43,1243.0,565.35,6174.0,4.417,1.103,CONFIRMED,1,Kepler,335.73363431151245,21470.837010076408,5.10797594244187,0.45482703137570396,1.657113390641001,0.20132815030774215,4.016319129646418,0.6154811677571367,2.7530849048466046
2.816504904,2.50587,16813.7,12.21,1219.0,521.13,5532.0,4.452,0.955,CONFIRMED,1,Kepler,1377.0434070434071,31045.113848846016,229.47002784102116,0.4275061525840853,1.3907144306783064,0.22035430224150399,12.785340314136127,0.4497105117504163,2.7177786471661864
33.93373447,14.561,8503.7,7.34,430.0,8.11,5040.0,4.628,0.705,FALSE POSITIVE,0,Kepler,1158.542234332425,85432.23458504362,0.3434194318417025,0.01886046511627907,2.881422378085412,0.08531746031746032,10.411347517730498,1.5306316571831735,0.9595183769729982
3.689920099,2.6557,426.7,1.89,1147.0,408.99,5880.0,4.518,0.917,CONFIRMED,1,Kepler,225.76719576719577,39197.76714613434,0.49585133666649506,0.35657367044463817,1.5012813836933743,0.19506802721088434,2.061068702290076,0.5670169621105248,2.6127732640422168
4.431238488,3.15,1010.9,3.25,1104.0,351.23,5714.0,4.428,1.015,CONFIRMED,1,Kepler,311.04615384615386,26005.662110888712,1.7482350956349981,0.318143115942029,1.6506831655660803,0.19320966048302415,3.201970443349754,0.64652512426659,2.546826342771513
11.37936986,2.6255,1023.5,3.95,806.0,99.68,5714.0,4.428,1.015,CONFIRMED,1,Kepler,259.1139240506329,26005.662110888712,0.47594290833155295,0.12367245657568239,2.260449202477454,0.14105705285264264,3.891625615763547,1.0561182133857736,2.002943206876325
26.39432897,3.573,1510.9,3.07,489.0,13.49,5129.0,4.595,0.763,CONFIRMED,1,Kepler,492.14983713355053,67600.6581346271,0.041533054870927316,0.027586912065439673,2.720685786391436,0.09534022226554884,4.023591087811271,1.4215106252939524,1.1610683854711745
13.57078281,3.3539,511.7,2.64,785.0,89.61,5854.0,4.406,1.012,CONFIRMED,1,Kepler,193.82575757575756,24867.89213806886,0.09990839463181159,0.11415286624203821,2.3947589452180025,0.13409634437991116,2.608695652173913,1.1326049000000364,1.9571761304048463
7.12594387,3.0014,192.4,1.79,997.0,233.31,5779.0,4.339,1.087,CONFIRMED,1,Kepler,107.48603351955308,18473.148092434752,0.11294689560054033,0.23401203610832497,1.9785968519058073,0.1725211974390033,1.6467341306347747,0.8528423971554296,2.3697908240307766
7.442652004,2.3078,24446.2,15.03,967.0,206.78,6108.0,4.469,0.956,FALSE POSITIVE,0,Kepler,1626.4936793080508,32216.934597157386,61.29450123140924,0.21383660806618407,1.923365707149336,0.158316961362148,15.721757322175732,0.8717277131641509,2.3176037419331044
16.38489988,3.0249,1127.1,2.0,433.0,8.35,4126.0,4.661,0.615,CONFIRMED,1,Kepler,563.55,121129.45646494364,0.0297990489130189,0.01928406466512702,2.1599297978298377,0.10494425593795444,3.252032520325203,1.2144437919682345,0.9708116108725178
7.8774163,2.0805,1306.1,2.16,553.0,22.18,4126.0,4.661,0.615,CONFIRMED,1,Kepler,604.6759259259259,121129.45646494364,0.1624028546198241,0.04010849909584087,1.6920751121792255,0.13402811439650994,3.51219512195122,0.8963837973565099,1.3651134316275773
36.4454001,4.007,1122.3,1.99,332.0,2.88,4126.0,4.661,0.615,CONFIRMED,1,Kepler,563.9698492462311,121129.45646494364,0.0059329922989376825,0.008674698795180723,2.819503335460422,0.08046534173533688,3.2357723577235773,1.5616427223041711,0.5888317255942073
3.728732147,2.683,5226.5,6.02,1023.0,258.34,5497.0,4.577,0.809,CONFIRMED,1,Kepler,868.1893687707642,57690.32117439864,15.691595336899343,0.2525317693059628,1.4448959359488824,0.1861015099144988,7.441285537700864,0.5715611869928622,2.413869506509096
40.4195037,3.362,6256.0,7.51,467.0,11.29,5446.0,4.507,0.781,CANDIDATE,0,Kepler,833.0226364846872,52686.328119999715,0.25926139754171434,0.024175588865096357,3.1604384502748415,0.08575100991553433,9.615877080665813,1.606590976629195,1.089551882886454
2.243380573,1.1196,821.7,1.99,822.0,107.6,4149.0,4.698,0.564,CONFIRMED,1,Kepler,412.91457286432166,156834.56801091897,1.5658614049624828,0.13090024330900243,1.0815850762452646,0.19812002892263195,3.5283687943262416,0.3509029546947542,2.035829825252828
10.405998015,6.5036,14488.8,11.23,833.0,113.94,5746.0,4.393,0.924,FALSE POSITIVE,0,Kepler,1290.186999109528,28950.49925292031,13.078917230052628,0.1367827130852341,2.1264339786137265,0.14497041420118342,12.153679653679653,1.0172837387160212,2.060471192797679
2.337437946,1.9982,971.2,2.34,1070.0,311.16,5005.0,4.595,0.765,CONFIRMED,1,Kepler,415.0427350427351,67247.65269012384,2.3451325358417012,0.290803738317757,1.2137628527244197,0.2137862137862138,3.0588235294117645,0.3687400901039113,2.494377252050443
7.2406612,0.558,556.4,19.45,734.0,68.63,5005.0,4.595,0.765,CANDIDATE,0,Kepler,28.60668380462725,67247.65269012384,140.3467510749562,0.09350136239782016,1.7693478417099129,0.14665334665334664,25.424836601307188,0.8597782267496131,1.8427963951755801
3.43591631,3.133,23.2,0.55,1272.0,617.61,5779.0,4.339,1.087,CANDIDATE,0,Kepler,42.18181818181818,18473.148092434752,0.014092982559579942,0.4855424528301887,1.5515199836738245,0.2201072849974044,0.5059797608095676,0.5360425770020931,2.7914169362130967
11.59822233,2.5237,2804.5,2.65,396.0,5.82,3688.0,4.79,0.473,CONFIRMED,1,Kepler,1058.301886792453,275599.05146918027,0.13834222700060975,0.014696969696969698,1.7636707952406108,0.10737527114967461,5.602536997885835,1.064391429620568,0.8337843746564789
6.575315881,4.3084,2793.3,5.31,1015.0,251.38,5992.0,4.415,0.989,CONFIRMED,1,Kepler,526.045197740113,26583.20967615737,3.4629826886667674,0.24766502463054188,1.866541445576571,0.169392523364486,5.369059656218402,0.8179166213564667,2.402054936016676
7.275040844,7.5377,3001.0,4.86,833.0,113.64,5485.0,4.556,0.867,CONFIRMED,1,Kepler,617.4897119341564,47858.80000315854,2.168892045522055,0.13642256902761105,1.8476434969654296,0.1518687329079307,5.605536332179931,0.86183543590867,2.059336177389288
19.27153892,2.7594,1219.8,1.93,393.0,5.66,4077.0,4.702,0.56,CONFIRMED,1,Kepler,632.020725388601,160555.04106757164,0.019357048319904913,0.01440203562340967,2.209877199840452,0.0963944076526858,3.446428571428571,1.2849163964291015,0.8234742291703011
10.06524317,1.369,1053.3,1.91,488.0,13.43,4077.0,4.702,0.56,CONFIRMED,1,Kepler,551.4659685863875,160555.04106757164,0.06877831921845541,0.027520491803278688,1.779661612988463,0.11969585479519254,3.410714285714285,1.0028242716353488,1.159266331093494
12.3935651,3.8896,916.6,2.66,677.0,49.68,5557.0,4.603,0.75,CONFIRMED,1,Kepler,344.5864661654135,71265.19424485379,0.12253281340343987,0.07338257016248154,2.102579884826362,0.12182832463559475,3.546666666666667,1.0931962523442376,1.7048366062114038
43.84439721,6.802,615.2,2.87,531.0,18.77,5854.0,4.406,1.012,CONFIRMED,1,Kepler,214.3554006968641,24867.89213806886,0.012297518455407604,0.03534839924670433,3.5402304949697596,0.09070720874615647,2.8359683794466406,1.6419141036029836,1.2960066693136723
3.341913228,3.813,725.3,21.55,1032.0,268.67,5295.0,4.551,0.811,FALSE POSITIVE,0,Kepler,33.65661252900232,54070.239291277816,896.0896987387413,0.2603391472868217,1.3942436478177302,0.19490084985835693,26.572133168927248,0.523995169348511,2.430832635147218
1.626630225,2.1145,1620.6,32.43,1547.0,1355.88,5735.0,4.41,0.973,FALSE POSITIVE,0,Kepler,49.972247918593894,27150.280415714158,12890.304316645608,0.8764576599870718,1.1653791023532156,0.26974716652136005,33.32990750256938,0.21128883782073818,3.1325414411437067
2.711504086,3.0099,837.5,3.12,1420.0,960.79,6214.0,4.442,1.076,CONFIRMED,1,Kepler,268.4294871794872,23898.764920083955,4.130886434686273,0.676612676056338,1.4289186727367031,0.22851625362085612,2.899628252788104,0.4332102632158464,2.9830802572799007
7.21203748,4.0491,950.4,3.32,1025.0,260.58,6214.0,4.442,1.076,CONFIRMED,1,Kepler,286.26506024096386,23898.764920083955,0.7035554005337054,0.2542243902439024,1.979809552855357,0.16495011264885742,3.085501858736059,0.8580579750269154,2.4176045354408977
14.1798187,2.505,459.9,1.88,711.0,60.35,5799.0,4.539,0.878,FALSE POSITIVE,0,Kepler,244.62765957446808,44875.672322440434,0.033047011502698995,0.0848804500703235,2.317688493561664,0.12260734609415416,2.14123006833713,1.1516706780901418,1.787814567063023
8.47237911,2.7245,1123.5,2.59,751.0,75.44,5354.0,4.587,0.788,CONFIRMED,1,Kepler,433.7837837837838,62222.51556566597,0.2420407727379879,0.10045272969374168,1.8829720174044884,0.1402689577885693,3.2868020304568524,0.9280053807275354,1.8833206783829752
60.4189369,5.039,931.3,2.36,390.0,5.49,5354.0,4.587,0.788,CONFIRMED,1,Kepler,394.6186440677966,62222.51556566597,0.0036007241385145054,0.014076923076923077,3.6243747735570353,0.07284273440418379,2.99492385786802,1.7811730793860272,0.8122446968003693
12.611904345,5.1497,6105.6,7.4,753.0,76.15,5795.0,4.508,0.919,CONFIRMED,1,Kepler,825.081081081081,38138.971504526424,2.5476151498426,0.10112881806108899,2.263073850913576,0.12993960310612598,8.052230685527748,1.1007806681814645,1.887335930399167
1.433769925,1.8868,1976.3,46.58,1920.0,3209.29,6017.0,4.22,1.339,FALSE POSITIVE,0,Kepler,42.42808072133963,9256.330353861435,49163.12946361553,1.6715052083333333,1.242853713976929,0.31909589496426793,34.78715459297984,0.1564794663111894,3.506544265959692
10.31872301,3.836,871.7,28.59,876.0,139.26,5927.0,4.409,1.06,FALSE POSITIVE,0,Kepler,30.489681706890522,22823.81662974115,219.47777902725397,0.15897260273972602,2.219783437373884,0.14779821157415218,26.971698113207545,1.013625954653057,2.1469338345627635
2.539183147,2.4282,382.1,2.06,1332.0,743.09,5519.0,4.35,1.062,CONFIRMED,1,Kepler,185.48543689320388,19849.56375676368,1.355856124656365,0.5578753753753753,1.3918940592462694,0.24134807030259106,1.9397363465160076,0.40469402693235745,2.871625467991388
6.770300385,2.0844,1304.0,2.77,812.0,102.87,5653.0,4.656,0.679,CONFIRMED,1,Kepler,470.7581227436823,98233.68852306418,0.46368541049940126,0.1266871921182266,1.6627459705985217,0.14364054484344596,4.079528718703976,0.8306079379102366,2.016490131620828
0.444291966,2.0792,10967.4,27.51,1836.0,2706.26,5255.0,4.678,0.636,FALSE POSITIVE,0,Kepler,398.669574700109,117783.85615813643,105471.43405368336,1.4739978213507627,0.6562085105629694,0.34938154138915317,43.25471698113208,-0.35233153990658306,3.432529966573232
10.181584004,3.5089,5741.1,7.73,812.0,102.91,5988.0,4.541,0.836,CANDIDATE,0,Kepler,742.7037516170764,49726.4487768146,4.455616301104953,0.12673645320197044,2.041771835243872,0.13560454241816966,9.24641148325359,1.0078153487946198,2.016657344822202
20.06036336,3.3203,1494.7,1.96,361.0,4.0,3950.0,4.754,0.493,CONFIRMED,1,Kepler,762.6020408163266,233510.3643333429,0.018710725332765007,0.0110803324099723,2.1464885270181266,0.09139240506329115,3.975659229208925,1.3023387952753138,0.6989700043360189
46.1842039,4.758,1394.7,1.83,273.0,1.32,3950.0,4.754,0.493,CONFIRMED,1,Kepler,762.1311475409836,233510.3643333429,0.002873203226398665,0.004835164835164835,2.8343063756936573,0.06911392405063291,3.7119675456389456,1.6644934618742873,0.36548798489089973
23.9800854,5.351,104.0,1.31,649.0,41.94,5854.0,4.406,1.012,CONFIRMED,1,Kepler,79.38931297709924,24867.89213806886,0.003909420951689142,0.06462249614791987,2.8951900617192172,0.11086436624530235,1.2944664031620554,1.379850725413485,1.6328620401002298
7.82502168,2.186,520.8,1.2,494.0,14.05,3950.0,4.754,0.493,CONFIRMED,1,Kepler,434.0,233510.3643333429,0.028221015624483696,0.028441295546558706,1.5683542179125567,0.1250632911392405,2.434077079107505,0.8934855494761633,1.177536499929862
3.895936525,2.3111,8544.8,7.34,1005.0,241.62,5557.0,4.592,0.774,CONFIRMED,1,Kepler,1164.141689373297,65240.619853307704,26.05340165099411,0.2404179104477612,1.4447219717639543,0.18085297822566132,9.483204134366925,0.5906118724707449,2.384926598392155
22.36646466,5.228,986.8,2.32,536.0,19.45,5395.0,4.615,0.734,CONFIRMED,1,Kepler,425.3448275862069,76490.56699086979,0.024961418895705426,0.03628731343283582,2.5415449846024862,0.09935125115848008,3.1607629427792916,1.3495973430599042,1.3106933123433606
1.625522174,2.38963,7969.0,9.73,1579.0,1467.41,5539.0,4.322,1.106,CONFIRMED,1,Kepler,819.0133607399794,17158.911964849987,348.6203419222044,0.9293286890436986,1.2159508156098573,0.2850695071312511,8.797468354430379,0.21099289815091446,3.1668473334252694
19.620346923,2.0038,21724.6,13.6,643.0,40.39,5710.0,4.492,0.905,CANDIDATE,0,Kepler,1597.3970588235293,37905.553409582804,6.5343645607509115,0.0628149300155521,2.6088658854931994,0.11260945709281961,15.027624309392264,1.292706682218879,1.61689542640076
7.544039,6.222,322.6,17.47,838.0,116.46,5657.0,4.567,0.824,FALSE POSITIVE,0,Kepler,18.465941614195767,54343.24608972195,93.68517344944162,0.13897374701670642,1.8386978949246995,0.1481350539155029,21.20145631067961,0.8776039248831708,2.069889996506938
9.02930689,3.1449,1019.8,2.57,757.0,77.75,5349.0,4.526,0.82,CONFIRMED,1,Kepler,396.8093385214008,49931.23352810151,0.20820470605858735,0.10270805812417437,1.949048990559651,0.14152177977192,3.1341463414634148,0.9556544141671816,1.8962505624616381
10.328035714,7.7915,16917.7,13.28,843.0,119.31,5627.0,4.359,1.024,FALSE POSITIVE,0,Kepler,1273.9231927710844,21797.16876388006,21.95628012574152,0.14153024911032028,2.195023778236435,0.14981339968011373,12.968749999999998,1.0140177310366665,2.0803017267939117
143.2063047,8.9302,10565.7,8.9,308.0,2.14,5485.0,4.556,0.867,CONFIRMED,1,Kepler,1187.1573033707866,47858.80000315854,0.03437524033797225,0.006948051948051949,4.988773025542285,0.056153144940747496,10.265282583621685,2.1559621383359877,0.49692964807321494
6.164876,3.262,55.8,0.79,1021.0,256.35,5854.0,4.406,1.012,CONFIRMED,1,Kepler,70.63291139240506,24867.89213806886,0.012972765944418162,0.251077375122429,1.8409201557096004,0.17441065937820294,0.7806324110671937,0.7899243456426432,2.4105241725861886
60.32494216,6.6188,20280.4,12.19,411.0,6.77,5485.0,4.556,0.867,CONFIRMED,1,Kepler,1663.6915504511896,47858.80000315854,0.4977568994148364,0.016472019464720194,3.739716414310316,0.07493163172288059,14.05997693194925,1.7804969141762668,0.8904210188009143
29.1598615,4.803,488.0,1.91,524.0,17.85,5485.0,4.556,0.867,CONFIRMED,1,Kepler,255.4973821989529,47858.80000315854,0.008194626955846239,0.03406488549618321,2.934955481700313,0.09553327256153145,2.2029988465974624,1.4647854568911842,1.2753113545418118
1.540397253,2.1541,816.1,25.69,1470.0,1105.68,5663.0,4.53,0.915,FALSE POSITIVE,0,Kepler,31.767224601012067,40472.29312779751,7145.404873560278,0.7521632653061225,1.1212039260837194,0.2595797280593325,28.07650273224044,0.1876327354713339,3.0440220614164906
2.99025443,5.414,589.2,1.7,918.0,168.45,4667.0,4.578,0.731,FALSE POSITIVE,0,Kepler,346.5882352941177,70821.52041730096,0.5494529117740744,0.18349673202614378,1.2978022013218644,0.19670023569745018,2.3255813953488373,0.4757081424528503,2.2290415731733972
1.594745374,1.9604,15044.5,11.3,1539.0,1329.42,5934.0,4.491,0.893,CONFIRMED,1,Kepler,1331.371681415929,38841.59738386502,567.3520499429289,0.8638206627680313,1.1250736067676705,0.25935288169868553,12.65397536394177,0.202691351033072,3.1239887649429354
